b_bookkey,b_authorkey,b_genre,title
7357,7357,['Crime'],Jukebox: a stylish London crime novel
7358,7358,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Chick Lit', 'Young Adult Romance']","We'll Always Have Summer (Summer, #3)"
7359,7359,"['Romance', 'Music', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Musicians', 'High School']","Forever Red (Bama Boys, #1)"
7360,7360,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Space Opera', 'Fantasy', 'Mystery', 'Science Fiction Fantasy']","The Quantum Thief (Jean le Flambeur, #1)"
7361,7361,"['Historical Fiction', 'Fiction', 'World War II', 'War', 'Romance', 'Contemporary', 'Historical']",The Pieces We Keep
7362,7362,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']",I Let You Go
7363,7363,[],How to unleash your true potential
7364,7364,['Fiction'],The Suitable Inheritor
7365,7365,"['Fantasy', 'Urban Fantasy', 'Mystery', 'Fiction', 'Paranormal', 'Magic', 'Audiobook']","Fool Moon (The Dresden Files, #2)"
7366,7366,"['Fantasy', 'Young Adult', 'Fiction', 'Horror', 'Middle Grade', 'Contemporary', 'Magical Realism']",Un monstruo viene a verme
7367,7367,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'Fantasy', 'British Literature']",The Unconsoled
7368,7368,"['Fiction', 'Contemporary', 'Literary Fiction', 'Mental Health', 'Audiobook', 'Adult', 'Novels']",My Year of Rest and Relaxation
7369,7369,"['Plays', 'Classics', 'Drama', 'Mythology', 'Fiction', 'Theatre', 'Ancient']",The Trojan Women
7370,7370,"['Fiction', 'African American', 'Romance', 'Erotica', 'Drama', 'Adult Fiction', 'Audiobook']",The Other Woman
7371,7371,"['History', 'Holocaust', 'Nonfiction', 'World War II', 'War', 'Germany', 'Psychology']",The Theory and Practice of Hell
7372,7372,"['Science Fiction', 'Fiction', 'Dystopia', 'Classics', 'Young Adult', 'School', 'Novels']",Mecanoscrit del segon origen
7373,7373,"['Mental Illness', 'Psychology', 'Nonfiction', 'Memoir', 'Family']",Where Are the Cocoa Puffs?: A Family's Journey through Bipolar Disorder
7374,7374,"['Fantasy', 'Young Adult', 'Dragons', 'Romance', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy']","Vanish (Firelight, #2)"
7375,7375,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Magic', 'Fiction', 'Mystery', 'Adventure']","Mortal Coil (Skulduggery Pleasant, #5)"
7376,7376,"['Fiction', 'Historical Fiction', 'Classics', 'Novels', 'Audiobook', 'Adult Fiction', 'Literature']",Hannah Coulter
7377,7377,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Audiobook']","City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)"
7378,7378,"['Fiction', 'France', 'Novels', 'French Literature', 'Literature', 'Contemporary', '21st Century']",Platform
7379,7379,"['Fiction', 'Historical Fiction', 'Historical', 'Psychology', 'Contemporary', 'Novels', 'Literary Fiction']",Human Traces
7380,7380,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']","Cross Bones (Temperance Brennan, #8)"
7381,7381,"['Romance', 'Romantic Suspense', 'Mystery', 'Contemporary Romance', 'Suspense', 'Fiction', 'Contemporary']",Carnal Innocence
7382,7382,"['Classics', 'Fiction', 'Literature', 'Romance', 'Novels', 'Banned Books', '20th Century']",Women in Love
7383,7383,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'High School', 'Dark']","Find You in the Dark (Find You in the Dark, #1)"
7384,7384,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Noir', 'Mystery Thriller']","The Deep Blue Good-By (Travis McGee, #1)"
7385,7385,"['Fiction', 'Classics', 'Novels', 'British Literature', 'Literary Fiction', 'Literature', '20th Century']",A Severed Head
7386,7386,"['Nonfiction', 'Science', 'Nature', 'Environment', 'Animals', 'Ecology', 'Natural History']","Where the Wild Things Were: Life, Death, and Ecological Wreckage in a Land of Vanishing Predators"
7387,7387,"['Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Classics', 'Biography Memoir']","Boy: Tales of Childhood (Roald Dahl's Autobiography, #1)"
7388,7388,"['Historical Fiction', 'Fiction']",Amani's River
7389,7389,"['Classics', 'Fiction', 'Historical Fiction', 'Gothic', 'Mystery', 'Romance', 'Historical']",Jamaica Inn
7390,7390,"['Science Fiction', 'Fiction', 'Fantasy', 'Historical Fiction', 'Science Fiction Fantasy', 'Historical', 'Time Travel']",Lincoln's Dreams
7391,7391,"['Fiction', 'Australia', 'Classics', 'Nobel Prize', 'Novels', 'Literature', 'Historical Fiction']",The Tree Of Man
7392,7392,[],Celebration! (The Celebration Series)
7393,7393,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Novels']","Star Wars: Revenge of the Sith (Star Wars Novelizations, #3)"
7394,7394,"['Fiction', 'Short Stories', 'Italy', 'Contemporary', 'Literary Fiction', 'Journalism', 'Book Club']",The Imperfectionists
7395,7395,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fiction', 'Magic']","Torn (Trylle, #2)"
7396,7396,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Fiction', 'Urban Fantasy', 'Paranormal Romance']","Switched (Trylle, #1)"
7397,7397,"['Memoir', 'Nonfiction']",One: The Power of One Step
7398,7398,['BDSM'],"White Knight Dom Academy (White Knight Dom Academy, #1)"
7399,7399,['Fiction'],Nineteen Cuts
7400,7400,"['Fantasy', 'Young Adult', 'Christian', 'Christian Fiction', 'Dystopia', 'Romance', 'Adventure']","Disowned (Allegiance, #1)"
7401,7401,"['Fiction', 'Thriller', 'Drama', 'Suspense', 'Mystery', 'Psychological Thriller', 'Adult Fiction']",The Ultimate Religion
7402,7402,"['Nonfiction', 'Philosophy', 'Business', 'Economics', 'Psychology', 'Finance', 'Science']",Skin in the Game: The Hidden Asymmetries in Daily Life
7403,7403,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Historical', 'Adult', 'Adult Fiction']",The Dutch House
7404,7404,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Crime', 'Romance']","The Naturals (The Naturals, #1)"
7405,7405,"['Fiction', 'Thriller', 'Espionage', 'Action', 'Mystery', 'Spy Thriller', 'Suspense']","The Third Option (Mitch Rapp, #4)"
7406,7406,"['Self Help', 'Nonfiction', 'Personal Development', 'Spirituality', 'Productivity', 'Psychology', 'Business']",The Desire Map
7407,7407,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Historical', 'High Fantasy', 'Young Adult']","The Poppy War (The Poppy War, #1)"
7408,7408,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Buisness', 'Psychology', 'Education']",The Heart of Change: Real-Life Stories of How People Change Their Organizations
7409,7409,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'British Literature', 'Audiobook']","The Crossing Places (Ruth Galloway, #1)"
7410,7410,"['Mystery', 'Cozy Mystery', 'Fiction', 'Audiobook', 'Mystery Thriller', 'Romance', 'Crime']","Fudge Cupcake Murder (Hannah Swensen, #5)"
7411,7411,"['Fiction', 'Novels', 'Fantasy']",ØªØ´ÙŠ
7412,7412,"['Christian Fiction', 'Historical Fiction', 'Fiction', 'Christian', 'Romance', 'Historical', 'Historical Romance']",A Proper Pursuit
7413,7413,['Fiction'],A Taste for Green Tangerines
7414,7414,"['Fiction', 'Humor', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Poetry']",The Financial Lives of the Poets
7415,7415,"['Historical Fiction', 'Fiction', 'Mythology', 'Historical', 'Greek Mythology', 'Greece', 'Fantasy']","The Bull from the Sea (Theseus, #2)"
7416,7416,"['Fiction', 'German Literature', 'Contemporary', 'Germany', 'Roman', 'Novels', 'Literature']",Spieltrieb
7417,7417,"['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Time Travel', 'Fantasy', 'Contemporary']",Revolution
7418,7418,"['Fiction', 'Contemporary', 'Novels', 'Literature']",What Becomes of the Broken Hearted?
7419,7419,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Mystery Thriller', 'Science Fiction']","Black Order (Sigma Force, #3)"
7420,7420,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fairies', 'Fae', 'Magic']","Spells (Wings, #2)"
7421,7421,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'American', 'School']",The Waste Land and Other Poems
7422,7422,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'LGBT', 'Autobiography', 'Audiobook']",Happy Accidents: A Memoir
7423,7423,"['Fiction', 'Classics', 'Spanish Literature', 'Historical Fiction', 'Magical Realism', 'Latin American Literature', 'Latin American']",DoÃ±a BÃ¡rbara
7424,7424,"['Nonfiction', 'Africa', 'Travel', 'History', 'Journalism', 'Polish Literature', 'Memoir']",The Shadow of the Sun
7425,7425,[],Song to the Moon (Damnatio Memoriae #2)
7426,7426,[],ÎœÎ¬ÏÎ³ÎºÎ¹Î½Î¿Ï…Ï‚ ÎœÏŒÏÎ¹Î¿Ï…Ï‚
7427,7427,"['Fiction', 'Romance', 'Literary Fiction', 'Novels', 'Literature', 'Contemporary', 'Classics']",Leaving Las Vegas
7428,7428,"['Comics', 'Graphic Novels', 'Batman', 'Dc Comics', 'Comic Book', 'Graphic Novels Comics', 'Fiction']",Batman: Hush
7429,7429,"['Turkish Literature', 'Fiction', 'Turkish', 'Roman', 'Novels', 'Fantasy', 'Historical Fiction']",Puslu KÄ±talar AtlasÄ±
7430,7430,"['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Adventure', 'Historical', 'Middle Grade']",La leyenda del Rey Errante
7431,7431,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Demons', 'Adventure']","The Warded Man (The Demon Cycle, #1)"
7432,7432,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Steampunk']","Raising Steam (Discworld, #40)"
7433,7433,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Mystery', 'Teen']",Thirteen Reasons Why
7434,7434,"['Classics', 'Polish Literature', 'School', 'Fiction', 'Adventure', 'Childrens', 'Young Adult']",In Desert and Wilderness
7435,7435,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']","Blue Labyrinth (Pendergast, #14)"
7436,7436,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']","A Darkness At Sethanon (The Riftwar Saga, #4)"
7437,7437,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Audiobook']",Radical Candor: Be a Kickass Boss Without Losing Your Humanity
7438,7438,"['Plays', 'Philosophy', 'Fiction', 'Drama', 'Classics', 'France', 'Theatre']",No Exit and Three Other Plays
7439,7439,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Detective', 'Mystery Thriller', 'Audiobook']","Unnatural Causes (Adam Dalgliesh, #3)"
7440,7440,"['Fantasy', 'M M Romance', 'LGBT']",The Goblin Twins
7441,7441,"['Historical Fiction', 'Historical', 'Fiction', 'Romance', 'British Literature', 'Adult', 'Audiobook']","The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)"
7442,7442,"['Biography', 'History', 'Nonfiction', 'Classics', 'Memoir', 'Autobiography', 'American History']",La educaciÃ³n de Henry Adams
7443,7443,"['Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Humor', 'Film', 'Biography Memoir']",Kiss Me Like a Stranger: My Search for Love and Art
7444,7444,"['Historical Fiction', 'Christian Fiction', 'Fiction', 'Christian', 'Historical', 'Romance', 'World War II']",A Woman's Place
7445,7445,"['Historical Fiction', 'Fiction', 'Italy', '15th Century', 'Historical', 'Medieval', 'Audiobook']",Poison in the Blood: The Memoirs of Lucrezia Borgia
7446,7446,"['Poetry', 'Classics', 'Literature', 'Fiction', '20th Century', 'British Literature', 'School']",Selected Poems
7447,7447,"['Poetry', 'Classics', 'Feminism', 'Nonfiction', 'African American', 'Race', 'Audiobook']",And Still I Rise
7448,7448,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'Philosophy', 'American']",Four Quartets
7449,7449,[],The Autobiography Of Howard Spring
7450,7450,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Retellings', 'Fiction']","For Darkness Shows the Stars (For Darkness Shows the Stars, #1)"
7451,7451,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']","The Power of Six (Lorien Legacies, #2)"
7452,7452,"['Thriller', 'Crime', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense', 'Legal Thriller']",Retribution (C.J. Townsend #1)
7453,7453,"['Fiction', 'Historical Fiction', 'Horror', 'Fantasy', 'Historical', 'Paranormal', 'Vampires']",The Feast of All Saints
7454,7454,"['Childrens', 'Fiction', 'Mystery', 'Classics', 'Middle Grade', 'Young Adult', 'Chapter Books']","The Boxcar Children (The Boxcar Children, #1)"
7455,7455,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']",The Twilight Collection
7456,7456,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Detective', 'Classics', 'Novels']","The High Window (Philip Marlowe, #3)"
7457,7457,"['Historical Fiction', 'Classics', 'Fiction', 'Polish Literature', 'Historical', 'Poland', 'Literature']","Pan WoÅ‚odyjowski (Trylogia, #3)"
7458,7458,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Audiobook', 'Mystery Thriller', 'Adult']",Look Again
7459,7459,"['Nonfiction', 'Essays', 'History', 'Philosophy', 'Spanish Literature', 'Poetry', 'Classics']",The Labyrinth of Solitude and Other Writings
7460,7460,"['Short Stories', 'Fiction', 'Literature', 'American', 'Classics', 'Literary Fiction', '20th Century']",Lost in the Funhouse
7461,7461,"['Science Fiction', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Adventure']",Have Space Suitâ€”Will Travel
7462,7462,"['Turkish Literature', 'Fiction', 'Turkish', 'Roman', 'Classics', 'Novels', 'Literature']",Aylak Adam
7463,7463,"['Nonfiction', 'Politics', 'Biography', 'Memoir', 'History', 'Audiobook', 'Autobiography']",Hard Choices
7464,7464,[],My Reason is Love
7465,7465,"['History', 'Nonfiction', 'Politics', 'World History', 'American History']",The Path to Tyranny: A History of Free Society's Descent into Tyranny
7466,7466,"['Romance', 'Contemporary Romance', 'New Adult', 'Contemporary', 'M F Romance']","Watch Me Walk Away (Walking, #1)"
7467,7467,"['Historical Fiction', 'Fiction', 'Historical', 'Literature', 'Philosophy', 'Classics', 'Novels']",Creation
7468,7468,"['Historical Fiction', 'Fiction', 'India', 'Romance', 'Historical', 'Book Club', 'Asia']",Beneath a Marble Sky
7469,7469,"['Finance', 'Nonfiction', 'Personal Finance', 'Business', 'Money', 'Self Help', 'Economics']",The Wealthy Barber: The Common Sense Guide to Successful Financial Planning
7470,7470,[],Winter Tales
7471,7471,"['Fiction', 'Mythology', 'Novels', 'Classics', 'India', 'Indian Literature', 'Fantasy']",à´°à´£àµà´Ÿà´¾à´®àµ‚à´´à´‚ | Randamoozham
7472,7472,"['Paranormal', 'Shapeshifters', 'Romance', 'Fantasy', 'Erotica', 'Adult', 'Supernatural']",Fear the Heart (Werelock Evolution Book 2)
7473,7473,"['Psychology', 'Science', 'Nonfiction', 'Philosophy', 'Sociology', 'Biology', 'Politics']",The Blank Slate: The Modern Denial of Human Nature
7474,7474,['Music'],"Stories of Music, Volume 1"
7475,7475,"['Nonfiction', 'History', 'Biography', 'Memoir', 'War', 'World War II', 'Military Fiction']",Devil at My Heels
7476,7476,"['Fiction', 'Hungary', 'Historical Fiction', 'War', 'Literature', 'Classics', 'Contemporary']","The Notebook, The Proof, The Third Lie: Three Novels"
7477,7477,"['Spirituality', 'Nonfiction', 'Philosophy', 'Psychology', 'New Age', 'Occult', 'Metaphysics']",The Art of Dreaming
7478,7478,[],"Meadowbank (The Shael Chronicles, #2)"
7479,7479,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Science Fiction', 'Mystery Thriller']","Seize the Night (Moonlight Bay, #2)"
7480,7480,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Suspense', 'Young Adult', 'Contemporary']",These Things Hidden
7481,7481,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']","Ready Player One (Ready Player One, #1)"
7482,7482,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'High School', 'Audiobook']",A Thousand Boy Kisses
7483,7483,"['Short Stories', 'Fiction', 'Horror', 'Anthologies', 'Collections', 'Dark', 'Adult']",Burnt Tongues
7484,7484,['Epic'],"Pack's Posse (Simon Pack, #8)"
7485,7485,"['Nonfiction', 'Biography', 'Politics', 'Memoir', 'History', 'Audiobook', 'Technology']",Permanent Record
7486,7486,"['Plays', 'Drama', 'Fiction', 'Classics', 'School', 'Theatre', 'Historical Fiction']",M. Butterfly
7487,7487,"['Plays', 'Classics', 'Drama', 'Fiction', 'German Literature', 'School', 'Theatre']",Galileo
7488,7488,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']","The Last Mile (Amos Decker, #2)"
7489,7489,"['Nonfiction', 'Self Help', 'Travel', 'Personal Development', 'Psychology', 'Business', 'Memoir']",The Happiness of Pursuit: Finding the Quest That Will Bring Purpose to Your Life
7490,7490,"['Politics', 'Nonfiction', 'Theory', 'Philosophy', 'Classics', 'Economics', 'Political Science']",The Transitional Program for Socialist Revolution
7491,7491,"['History', 'Nonfiction', 'Biography', 'Russia', 'Historical', 'Russian History', 'Biography Memoir']",Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty
7492,7492,['Sociology'],Gaia and the New Politics of Love: Notes for a Poly Planet
7493,7493,"['Picture Books', 'Childrens', 'Fiction', 'Buddhism', 'Philosophy', 'Animals', 'Fantasy']",Zen Shorts
7494,7494,"['Young Adult', 'Realistic Fiction', 'Middle Grade', 'Fiction', 'Mystery', 'Contemporary', 'Coming Of Age']",Jeremy Fink and the Meaning of Life
7495,7495,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Ireland', 'Adult', 'Contemporary Romance']","Anybody Out There? (Walsh Family, #4)"
7496,7496,"['Historical Fiction', 'Christian Fiction', 'Romance', 'Historical', 'Christian', 'Fiction', 'Historical Romance']",She Walks in Beauty
7497,7497,"['Christian', 'Biography', 'Nonfiction', 'Christianity', 'History', 'Religion', 'Faith']",Tortured for Christ
7498,7498,"['Animals', 'Fiction', 'Classics', 'Dogs', 'Childrens', 'Young Adult', 'Adventure']",Lad: A Dog
7499,7499,"['Young Adult', 'Horror', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Abuse', 'Teen']",Living Dead Girl
7500,7500,"['History', 'Nonfiction', 'Politics', 'Espionage', 'Military Fiction', 'American History', 'War']",Body of Secrets: Anatomy of the Ultra-Secret National Security Agency from the Cold War Through the Dawn of a New Century
7501,7501,"['Nonfiction', 'Psychology', 'Science', 'Business', 'Art', 'Self Help', 'Writing']",Imagine: How Creativity Works
7502,7502,"['Self Help', 'Nonfiction', 'Productivity', 'Business', 'Personal Development', 'Psychology', 'Audiobook']",Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time
7503,7503,"['Comics', 'Graphic Novels', 'Dc Comics', 'Superman', 'Comic Book', 'Superheroes', 'Graphic Novels Comics']","All-Star Superman, Vol. 1"
7504,7504,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fae', 'Fiction', 'Romance', 'Paranormal']","Tithe (Modern Faerie Tales, #1)"
7505,7505,"['Nonfiction', 'Humor', 'Audiobook', 'Memoir', 'Biography', 'Comedy', 'Autobiography']",Seriously... I'm Kidding
7506,7506,"['Christian', 'Christian Fiction', 'Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Teen']","Christy Miller Collection, Vol. 1 (Christy Miller, #1-3)"
7507,7507,"['Classics', 'Fantasy', 'Fiction', 'Arthurian', 'Mythology', 'Historical Fiction', 'Childrens']",King Arthur and His Knights of the Round Table
7508,7508,"['Fantasy', 'Fiction', 'Historical Fiction', 'Young Adult', 'Japan', 'Historical', 'Romance']","Across the Nightingale Floor (Tales of the Otori, #1)"
7509,7509,"['Young Adult', 'Science Fiction', 'Paranormal', 'Fantasy', 'Mystery', 'Aliens', 'Romance']","Ultraviolet (Ultraviolet, #1)"
7510,7510,"['Fiction', 'India', 'Historical Fiction', 'Indian Literature', 'Literary Fiction', 'Novels', 'Asia']",The Hungry Tide
7511,7511,"['Classics', 'Fiction', 'French Literature', 'France', '19th Century', 'Literature', 'Novels']",A Woman Of Thirty
7512,7512,[],Your Love Was All I Had!
7513,7513,['Fiction'],The Retro Man
7514,7514,"['Classics', 'Fiction', 'Philosophy', 'France', 'French Literature', 'Literature', '18th Century']",Jacques the Fatalist
7515,7515,"['Science', 'Nonfiction', 'Mathematics', 'History', 'Popular Science', 'Biography', 'Historical']",Fermat's Enigma
7516,7516,"['Fiction', 'Science Fiction', 'Fantasy', 'Humor', 'Contemporary', 'Audiobook', 'Adult']",The Humans
7517,7517,"['Classics', 'Fiction', 'Swedish Literature', 'Sweden', 'Scandinavian Literature', 'Literature', 'Novels']",Doktor Glas
7518,7518,"['Plays', 'Drama', 'Theatre', 'Fiction', 'Classics', 'Literature', 'Irish Literature']",Endgame & Act Without Words
7519,7519,"['Manga', 'Graphic Novels', 'Comics', 'Japan', 'History', 'War', 'Historical']","Barefoot Gen, Volume Ten: Never Give Up"
7520,7520,"['Fantasy', 'Fiction', 'Short Stories', 'Classics', 'Poetry', 'Science Fiction Fantasy', 'Childrens']",Tales from the Perilous Realm
7521,7521,"['Politics', 'Nonfiction', 'Philosophy', 'Theory', 'History', 'Economics', 'Classics']",Reform or Revolution
7522,7522,"['History', 'Travel', 'Nonfiction', 'Classics', 'Politics', 'Memoir', 'European History']",Black Lamb and Grey Falcon
7523,7523,"['Graphic Novels', 'Comics', 'Philosophy', 'Nonfiction', 'Science', 'History', 'Biography']",Logicomix: An Epic Search for Truth
7524,7524,"['Nonfiction', 'Psychology', 'Economics', 'Business', 'Self Help', 'Science', 'Politics']","Nudge: Improving Decisions About Health, Wealth, and Happiness"
7525,7525,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adult', 'Audiobook']","The Black Prism (Lightbringer, #1)"
7526,7526,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Suspense', 'Adult Fiction', 'Novella']",Quake (Quake #1)
7527,7527,"['Fantasy', 'Young Adult', 'Science Fiction', 'Retellings', 'Dystopia', 'Fiction', 'Romance']","Fairest (The Lunar Chronicles, #3.5)"
7528,7528,"['Travel', 'History', 'Nonfiction', 'Religion', 'Christianity', 'Travelogue', 'Memoir']",From the Holy Mountain: A Journey Among the Christians of the Middle East
7529,7529,"['Historical Fiction', 'Fiction', 'Espionage', 'War', 'Historical', 'World War II', 'Germany']",Kolbe
7530,7530,"['Young Adult', 'Fiction', 'Adult', 'Novels', 'New Adult', 'Civil War']",Ichabod Wolfe
7531,7531,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Psychological Thriller', 'Crime']",Silent Victim
7532,7532,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook']","Broken (Will Trent, #4)"
7533,7533,"['Thriller', 'Fiction', 'Action', 'Adventure', 'Military Fiction', 'Mystery', 'Mystery Thriller']","Ice Station (Shane Schofield, #1)"
7534,7534,"['Fantasy', 'Romance', 'Fantasy Romance', 'Paranormal', 'Magic', 'Adult', 'Fiction']","Kingdom of Exiles (The Beast Charmer, #1)"
7535,7535,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Adventure', 'Mystery Thriller', 'Audiobook']","Gideon's Sword (Gideon Crew, #1)"
7536,7536,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Audiobook', 'Science Fiction']",Revival
7537,7537,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Animals', 'Middle Grade', 'Classic Literature']",Charlotte's Web and Other Illustrated Classics
7538,7538,"['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Mythology', 'Fairy Tales']","The Bear and the Nightingale (The Winternight Trilogy, #1)"
7539,7539,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Novels', 'Literature', 'Coming Of Age']",Bridge of Sighs
7540,7540,"['Fiction', 'Thriller', 'Espionage', 'Action', 'Mystery', 'Suspense', 'Spy Thriller']","Separation of Power (Mitch Rapp, #5)"
7541,7541,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Crime', 'Action', 'Mystery Thriller']","The Hit (Will Robie, #2)"
7542,7542,"['Fantasy', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Science Fiction', 'Adventure', 'Utopia', 'Dark']","The Oldest Dance (Wisdom Revolution, #2)"
7543,7543,"['Poetry', 'Plays', 'India', 'Drama']",Collected Poems and Plays of Rabindranath Tagore
7544,7544,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'British Literature', 'Thriller']","The Crow Trap (Vera Stanhope, #1)"
7545,7545,[],The Odyssey of a Hippie Marijuana Grower
7546,7546,"['Nonfiction', 'Science', 'Technology', 'Sociology', 'Self Help', 'Internet', 'Education']",The Shallows: What the Internet is Doing to Our Brains
7547,7547,"['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Paranormal', 'Adventure', 'Magic']","Tiger's Destiny (The Tiger Saga, #4)"
7548,7548,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Canada', 'Magic']","The Summer Tree (The Fionavar Tapestry, #1)"
7549,7549,"['Poetry', 'Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Short Stories', 'Photography']",I Wrote This For You (I Wrote This For You #4)
7550,7550,"['Philosophy', 'Nonfiction', 'Self Help', 'Politics', 'Psychology', 'Personal Development', 'Finance']",How I Found Freedom in an Unfree World: A Handbook for Personal Liberty
7551,7551,"['Nonfiction', 'Animals', 'Biography', 'Memoir', 'Classics', 'Humor', 'Autobiography']","The Lord God Made Them All (All Creatures Great and Small, #7)"
7552,7552,"['Fiction', 'Philosophy', 'Classics', 'France', 'Literature', 'Feminism', 'Novels']",All Men Are Mortal
7553,7553,"['Historical Fiction', 'Fiction', 'India', 'Historical', 'Indian Literature', 'Asia', 'Literature']","Sea of Poppies (Ibis Trilogy, #1)"
7554,7554,"['Fiction', 'China', 'Historical Fiction', 'Asia', 'Chinese Literature', 'Novels', 'Animals']",Wolf Totem
7555,7555,"['Music', 'Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Autobiography', 'Rock N Roll']",I'm with the Band: Confessions of a Groupie
7556,7556,[],"Seer (Chronicles of Marithe, #2)"
7557,7557,"['Poetry', 'Nonfiction', 'Feminism', 'Theory', 'Queer', 'Race', 'Memoir']",Borderlands/La Frontera: The New Mestiza
