a_authorkey,a_authorname
7533,Matthew Reilly
7534,Maxym M. Martineau
7535,Douglas Preston
7536,Stephen King
7537,E.B. White
7538,Katherine Arden
7539,Richard Russo
7540,Vince Flynn
7541,David Baldacci
7542,Misba
7543,Rabindranath Tagore
7544,Ann Cleeves
7545,John-Paul Cernak
7546,Nicholas Carr
7547,Colleen Houck
7548,Guy Gavriel Kay
7549,pleasefindthis
7550,Harry Browne
7551,James Herriot
7552,Simone de Beauvoir
7553,Amitav Ghosh
7554,Jiang Rong
7555,Pamela Des Barres
7556,Patrick O'Scheen
7557,Gloria E. AnzaldÃºa
7558,Walt Disney Company
7559,Edgar Rice Burroughs
7560,Susan Cooper
7561,Rahul Pandita
7562,Opal Whiteley
7563,Lucian Bane
7564,Isvari
7565,Rachael Stapleton
7566,Deb Caletti
7567,Hari Parameshwar
7568,Jennifer E. Smith
7569,Kiera Cass
7570,Anthony McCarten
7571,Julie-Anne Gamble
7572,Elizabeth Warren
7573,Mary Brijlall
7574,Eoin Dempsey
7575,Anne Rice
7576,David Markson
7577,Rick Riordan
7578,Lee Child
7579,Katherine Arden
7580,Robin Hobb
7581,Andrew R.  Williams
7582,Ted Chiang
7583,Robin Hobb
7584,Cristin Terrill
7585,M.J. DeMarco
7586,Patrick Lencioni
7587,John P. Kotter
7588,Max DePree
7589,Marion Zimmer Bradley
7590,William  Kennedy
7591,J.A. Souders
7592,Kurt Cobain
7593,Erich Fromm
7594,Martina Boone
7595,Jasmine  Lee
7596,Louisa Lim
7597,Traudl Junge
7598,Harry Houdini
7599,Colleen Thatcher
7600,Bruce Springsteen
7601,HonorÃ© de Balzac
7602,Daniel Silva
7603,Mary E. Pearson
7604,John Grisham
7605,Richard Templar
7606,August Wilson
7607,George Bernard Shaw
7608,Rob  Fitzpatrick
7609,Ariana Nash
7610,Amity Shlaes
7611,John Jakes
7612,Robert Castiglione
7613,Stephen King
7614,William Faulkner
7615,Steve Coll
7616,ØºØ³Ø§Ù† ÙƒÙ†ÙØ§Ù†ÙŠ
7617,Jim Harrison
7618,J.R. Ward
7619,J.R. Ward
7620,Naomi Oreskes
7621,Charlaine Harris
7622,Nnedi Okorafor
7623,Terry Pratchett
7624,Chris Colfer
7625,Kim Cormack
7626,Glen Garrett
7627,Janet E. Morris
7628,Howard Fast
7629,Henry Kissinger
7630,Raymond E. Feist
7631,Eva Goldsby
7632,William Dalrymple
7633,Ruth Ware
7634,Oscar Hijuelos
7635,Katherine Addison
7636,Terry Goodkind
7637,Iain Hope
7638,Isaac Asimov
7639,Gabriel F.W. Koch
7640,Julie Mannino
7641,Saifedean Ammous
7642,Philippa Gregory
7643,Lysander Arden
7644,Elizabeth Peters
7645,Julie Mannino
7646,Lilian Jackson Braun
7647,Edward Rutherfurd
7648,Joanna Russ
7649,Carol Goodman
7650,Isabel Allende
7651,Courtney Allison Moulton
7652,Stuart Woods
7653,Romain Gary
7654,Robert Kirkman
7655,Marilyn Manson
7656,Louise Penny
7657,Oscar Wilde
7658,Raymond Briggs
7659,Louann Carroll
7660,Paul Auster
7661,A.L. Jackson
7662,Lemony Snicket
7663,Joe Abercrombie
7664,Oliver Goldsmith
7665,Melinda French Gates
7666,Mark Billingham
7667,William Kent Krueger
7668,Roald Dahl
7669,Paolo Bacigalupi
7670,Daniel Silva
7671,Leonie Swann
7672,Stephen King
7673,Neil Astley
7674,Suzanne Oliver
7675,Jennifer Echols
7676,Mary Monroe
7677,Arnold Bennett
7678,James Rollins
7679,T.H. White
7680,Patrick Taylor
7681,Neil Shubin
7682,H.P. Lovecraft
7683,Jan Karon
7684,Margaret Peterson Haddix
7685,Mary Hartley
7686,Sarah Vincent
7687,Patricia Schultz
7688,Arnold Lobel
7689,Amber Kalkes
7690,Ã‰mile Zola
7691,Bea Uusma
7692,D.L. Biranen
7693,Richard Godwin
7694,Robert B. Parker
7695,Marissa Meyer
7696,Gary Chapman
7697,Jake Knapp
7698,James Ellroy
7699,Jussi Adler-Olsen
7700,Kadir Nelson
7701,Agatha Christie
7702,Mary Renault
7703,AndrÃ© Schwarz-Bart
7704,Ferdinand de Saussure
7705,Louis Sachar
7706,Raymond Chandler
7707,Harry Harrison
7708,Margaret Weis
7709,Donte Jackson
7710,Sulari Gentill
7711,Harold Bloom
7712,Sir Henry Philip Price
7713,Becky Albertalli
7714,Jan Guillou
7715,Laila Ibrahim
7716,Harlan Coben
7717,Leon Trotsky
7718,Peter Clines
7719,Jeffrey Lent
7720,Louis L'Amour
7721,John Donne
7722,Nafisa Haji
7723,Ellen Hopkins
7724,Christina Worrell
7725,Enid Blyton
7726,Emily Giffin
7727,Michelle Moran
7728,Velma Wallis
7729,Monica  Murphy
7730,Albert Camus
7731,James Patterson
7732,Bob Sawatzki
7733,Lori Jenessa Nelson
7734,Lemony Snicket
7735,Roy  Lewis
7736,NataÅ¡a PantoviÄ‡
7737,Lucian Bane
7738,Chesley B. Sullenberger
7739,Wayne W. Dyer
7740,Max Weber
7741,Jorge Cham
7742,K.J. Soze
7743,John      Webster
7744,Cait Flanders
7745,Eric Berne
7746,Alix E. Harrow
7747,Rabindranath Tagore
7748,Alvin Schwartz
7749,Pema ChÃ¶drÃ¶n
7750,Samuel R. Delany
7751,Mokkapati Narasimha Sastry
7752,Rainer Maria Rilke
7753,James A. Michener
7754,Kentaro Miura
7755,Jamaica Kincaid
7756,Jean-Christophe GrangÃ©
7757,Cynthia Lord
7758,Howard Zinn
7759,Alan Fletcher
7760,Ann Patchett
7761,Margaret Peterson Haddix
7762,Charles C. Mann
7763,Wendell Berry
7764,Tad Williams
7765,Robert Lewis Taylor
7766,Aiden Bates
7767,Robert Kirkman
7768,Adam Bagdasarian
7769,Mara Leveritt
7770,Alex Thomas Davis
7771,Jim Butcher
7772,R.A. Salvatore
7773,Perseus
7774,Jill Twiss
7775,Laurie R. King
7776,Russell Banks
7777,Jean Rhys
7778,Glenn Cooper
7779,Cathy Cassidy
7780,Simone Elkeles
7781,Anita Diamant
7782,John McPhee
7783,Jim Gorant
7784,Laura Kaye
7785,Steve Berry
7786,Don Freeman
7787,Bryce Courtenay
7788,Banksy
7789,Jessica O'Gorek
7790,Margaret Peterson Haddix
7791,M.M. Kaye
7792,Jack Vance
7793,Seth King
7794,Francine Prose
7795,S.K. Kalsi
7796,Almudena Grandes
7797,Pliny the Younger
7798,Orson Scott Card
7799,Jeff Foulk
7800,Angie Thomas
7801,Marquis de Sade
7802,Sue Grafton
7803,Rabindranath Tagore
7804,Robin Hobb
7805,George Bernard Shaw
7806,James S.A. Corey
7807,Sebastian Mallaby
7808,John Allspaw
7809,Rita Mae Brown
7810,Raymond E. Feist
7811,Sharon G. Flake
7812,Michael Scott
7813,Alain de Botton
7814,Melissa de la Cruz
7815,Bob Dylan
7816,Zainab Salbi
7817,Pseudonymous Bosch
7818,MiklÃ³s Nyiszli
7819,Lisa See
7820,Margaret Peterson Haddix
7821,Diana Wynne Jones
7822,Anthony Ryan
7823,Sharon Peters
7824,Christina L. Rozelle
7825,Mario Vargas Llosa
7826,Kami Garcia
7827,RyÅ«nosuke Akutagawa
7828,Synne Jakobsen
7829,Agatha Christie
7830,Korina Lymnioudi
7831,Ali Smith
7832,Kevin Kwan
7833,Libba Bray
7834,Paul Hawken
7835,P.D. James
7836,Eric Carle
7837,Catriona Ward
7838,Colson Whitehead
7839,Catholic Church
7840,Lisa Kleypas
7841,Bill Clinton
7842,W.G. Sebald
7843,Uwem Akpan
7844,Paul Gallico
7845,Gustave Flaubert
7846,Nikos Kazantzakis
7847,Haruki Murakami
7848,Jim Kjelgaard
7849,JosÃ© Rizal
7850,Heather Dixon Wallwork
7851,Werner Heisenberg
7852,C.J. Bishop
7853,Mark L. Baynard
7854,Eloise Jarvis McGraw
7855,Angelika Meyer
7856,Marlon James
7857,Sarah J. Maas
7858,Jim Butcher
7859,Karin Slaughter
7860,Poul Anderson
7861,Pierre Lemaitre
7862,Ian Rankin
7863,Avi
7864,Charles Bukowski
7865,Mark Helprin
7866,Pseudonymous Bosch
7867,S.E. Hinton
7868,Umberto Eco
7869,Alexandre Dumas
7870,Henrik Ibsen
7871,John Foxe
7872,Darussalam
7873,P.C. Cast
7874,Rick Riordan
7875,A. Giacomi
7876,Sigmund Freud
7877,E.B. White
7878,Sara Raasch
7879,Bryce Courtenay
7880,Frank  David
7881,Alan Bradley
7882,Arthur R.G. Solmssen
7883,Nikos Kazantzakis
7884,Lee Child
7885,Stuart MacBride
7886,Arthur C. Clarke
7887,Guy Kawasaki
7888,Alexander Osterwalder
7889,Faye Kellerman
7890,Paul Hattaway
7891,Lisa Kleypas
7892,Robert   Harris
7893,Alexia Purdy
7894,Stacey Rourke
7895,Saki
7896,Sylvia Day
7897,Anna Akhmatova
7898,Ibn Kathir
7899,Charles Bukowski
7900,Maria Keckler
7901,Madame de La Fayette
7902,Timothy Findley
7903,Mary Frame
7904,Lee Matthew Goldberg
7905,Julia Heaberlin
7906,G. Norman Lippert
7907,Gretchen Rubin
7908,Hugh Lofting
7909,Daniel H. Wilson
7910,Euripides
7911,Barbara Kingsolver
7912,Orhan Pamuk
7913,Tad Williams
7914,Louis L'Amour
7915,Louis L'Amour
7916,Knut Hamsun
7917,Francine Rivers
7918,Julian Barnes
7919,Anna D. Jaquith
7920,Emmie Lou Kates
7921,Samuel Beckett
7922,NataÅ¡a PantoviÄ‡
7923,Lucian Bane
7924,Robert Jordan
7925,Lisa Gardner
7926,Kancha I
7927,Jared Diamond
7928,Emma Donoghue
7929,Hanif Kureishi
7930,Katherine Black
7931,Chanel Cleeton
7932,HÃ¥kan Nesser
7933,Javaka Steptoe
7934,Terry Brooks
7935,Al Gore
7936,Louis L'Amour
7937,Margaret Peterson Haddix
7938,David Laskin
7939,David Cote
7940,Tom Wolfe
7941,Donna Burgess
7942,Judith McNaught
7943,Oriah Mountain Dreamer
7944,Jerome K. Jerome
7945,Nelson DeMille
7946,Holly Black
7947,Keith W. Whitelam
7948,Tagene Brown-McBean
7949,Tess Gerritsen
7950,Neil Gaiman
7951,Lucian Bane
7952,Lucian Bane
7953,Robert Jordan
7954,Colson Whitehead
7955,Irvine Welsh
7956,Alvin Plantinga
7957,Alvin Plantinga
7958,J.J. Sorel
7959,Karen Cushman
7960,Helen Sarah Fields
7961,Agatha Christie
7962,Stanley Kunitz
7963,Terry Brooks
7964,StanisÅ‚aw Lem
7965,Andrzej Sapkowski
7966,Ross King
7967,Eduardo Galeano
7968,John Hersey
7969,Vera B. Williams
7970,Mikhail Bulgakov
7971,Becca Fitzpatrick
7972,Michael Moorcock
7973,Ann Rule
7974,Beatrix Potter
7975,V.C. Andrews
7976,V.C. Andrews
7977,V.C. Andrews
7978,V.C. Andrews
7979,Louis L'Amour
7980,Margo Lanagan
7981,Maxin James
7982,Amit Kumar Srivastava
7983,P.G. Wodehouse
7984,L.  Jackson
7985,Ariel S. Winter
7986,Tamora Pierce
7987,John Grisham
7988,Kamal Ravikant
7989,Larry Niven
7990,Laura Moriarty
7991,Janet Evanovich
7992,Andrew Roberts
7993,Ned Vizzini
7994,Natsuo Kirino
7995,Ken Keyes Jr.
7996,Nora Roberts
7997,Beverly Cleary
7998,Atul Gawande
7999,Becca Fitzpatrick
8000,Julia Child
8001,Rhys Bowen
8002,Michael Morpurgo
8003,Tara Conklin
8004,William Manchester
8005,Mikhail Bakunin
8006,Lucian Bane
8007,Bridget Isichei
8008,Chris Guillebeau
8009,Minette Walters
8010,Rupert Thomson
8011,Roald Dahl
8012,Charlie Mackesy
8013,Christopher Hitchens
8014,Ian Rankin
8015,Epictetus
8016,Louis L'Amour
8017,Margaret Peterson Haddix
8018,StanisÅ‚aw Lem
8019,Nora Roberts
8020,Tove Jansson
8021,Richard Peck
8022,Arthur Rimbaud
8023,Philip Roth
8024,Joseph Conrad
8025,Walter Lord
8026,Russel Lazega
8027,Gary Fuller
8028,Sam Quinones
8029,Terry Pratchett
8030,Amber Kalkes
8031,Natalie Delman
8032,Euripides
8033,Kimberly McCreight
8034,Shari Lapena
8035,I.T. Lucas
8036,Jeff Lindsay
8037,Beth Revis
8038,Sybrina Durant
8039,Charles Palliser
8040,Louise Penny
8041,Erik Larson
8042,Alan Bradley
8043,Georgette Heyer
8044,Kazuo Ishiguro
8045,Vladimir Nabokov
8046,Nora Roberts
8047,Margot Bettauer Dembo
8048,J.D. Robb
8049,Ekaterina Gordeeva
8050,Jennifer L. Armentrout
8051,A.J. Brown
8052,H.P. Lovecraft
8053,Kayla Buckner
8054,Tom Franklin
8055,Bill Clinton
8056,Louis L'Amour
8057,Julia Serano
8058,Ernest Hemingway
8059,Nora Roberts
8060,Martin Booth
8061,Heather Killough-Walden
8062,Michael Buckley
8063,Dian Fossey
8064,Farley Mowat
8065,Enid Blyton
8066,Osho
8067,Joyce Meyer
8068,Eric Wilson
8069,Victoria Finlay
8070,A.G. Howard
8071,Solomon Northup
8072,Noam Chomsky
8073,Lori  Robinson
8074,Louise Penny
8075,Robert Bryndza
8076,Jon Klassen
8077,Nancy Mangano
8078,Jeff VanderMeer
8079,Nnedi Okorafor
8080,Emma Cline
8081,Maureen Johnson
8082,Madeleine Urban
8083,Benedict Anderson
8084,Anne Carson
8085,Norah Lofts
8086,Margaret Laurence
8087,Thomas Sowell
8088,Jennifer Haigh
8089,Washington Irving
8090,Ted Kooser
8091,Rabindranath Tagore
8092,Connie Willis
8093,John Scalzi
8094,Ayn Rand
8095,Mark Lynas
8096,Melissa Albert
8097,Hiroshi Sakurazaka
8098,Lois McMaster Bujold
8099,Lois McMaster Bujold
8100,Agatha Christie
8101,Peter  May
8102,Rachel Reiland
8103,Conrad Richter
8104,Tony Kushner
8105,Sophie Jordan
8106,H.G. Wells
8107,Kirsten Boie
8108,BookRags
8109,Bob Goff
8110,Angela Carter
8111,Vilhelm Moberg
8112,Robin McKinley
8113,Adeline Yen Mah
8114,Bernie Morris
8115,Kristen Ashley
8116,Anthony Hulse
8117,Thomas Kyd
8118,Philip K. Dick
8119,Agatha Christie
8120,Brent Weeks
8121,Agatha Christie
8122,Mark R. Levin
8123,Ronald  Holt
8124,James Rollins
8125,Stephen R. Donaldson
8126,Mourid Barghouti
8127,Andrei Tarkovsky
8128,Erma Bombeck
8129,Fay Weldon
8130,Louisa  Reid
8131,Elswyth Thane
8132,Edgar Rice Burroughs
8133,Jules Verne
8134,JosÃ© Saramago
8135,Jocelyn K. Glei
8136,Peter  Swanson
8137,Alex  Gino
8138,Dr. Seuss
8139,Terry Brooks
8140,Louis L'Amour
8141,Brenna Yovanoff
8142,Mario Puzo
8143,Kate Wilhelm
8144,Fernando Pessoa
8145,O. Henry
8146,Sara Shepard
8147,Sherrilyn Kenyon
8148,Linda Howard
8149,Eva Goldsby
8150,Jill Mansell
8151,Jeffery Deaver
8152,Maxwell Maltz
8153,Joe Dominguez
8154,Julian Barnes
8155,Tarryn Fisher
8156,Samuel Butler
8157,Muhammad Yunus
8158,Louis L'Amour
8159,Geoff Ryman
8160,Robert Klanten
8161,Barbara Michaels
8162,Niall Ferguson
8163,Jay Asher
8164,Donna Tartt
8165,Angela Lambert
8166,Soman Chainani
8167,Elle Arcie
8168,Karl Wiggins
8169,Dylan Thomas
8170,Dan Brown
8171,Rhys Bowen
8172,Eoin Colfer
8173,Libba Bray
8174,Mark  Lawrence
8175,Peter  Brown
8176,Connie Willis
8177,John Scalzi
8178,Robert A. Heinlein
8179,Mary Pipher
8180,Helen Dunmore
8181,AGEE JAMES/ WALKER E
8182,NiccolÃ² Machiavelli
8183,Steve Martin
8184,Sogyal Rinpoche
8185,Dawn Gray
8186,Richard  Adams
8187,Donnalynn Civello
8188,Amy A. Bartol
8189,Peter Straub
8190,Bernard Cornwell
8191,Colleen Coble
8192,Lauren Weisberger
8193,Alistair Croll
8194,Rose Tremain
8195,Charlaine Harris
8196,Guy Gavriel Kay
8197,Guy Gavriel Kay
8198,Evelyn Waugh
8199,Robert Ludlum Johnson
8200,Margaret Atwood
8201,Henry Cloud
8202,Truddi Chase
8203,Elizabeth Peters
8204,Muhammad Zulfiqar
8205,Charles Palliser
8206,Tom Clancy
8207,Luo Guanzhong
8208,Reza Aslan
8209,Thrity Umrigar
8210,Valerie Solanas
8211,Terry Pratchett
8212,Amal El-Mohtar
8213,Elizabeth Moon
8214,Phoolan Devi
8215,Robert Bly
8216,Sheri S. Tepper
8217,Patricia Briggs
8218,Amy Efaw
8219,Meher Baba
8220,Terry Pratchett
8221,Samuel Beckett
8222,Susanna Kearsley
8223,Albert Speer
8224,Karl Wiggins
8225,Kristin Hannah
8226,Russell Hoban
8227,Arthur C. Clarke
8228,Anthony Bourke
8229,Miranda July
8230,E.M. Forster
8231,Marcel Proust
8232,Anna Akhmatova
8233,William Kamkwamba
8234,Tom Brokaw
8235,Tacitus
8236,Darussalam
8237,Else Holmelund Minarik
8238,Tamora Pierce
8239,Simone de Beauvoir
8240,Linda Howard
8241,Emma Goldman
8242,Lucian Bane
8243,Fredrik Backman
8244,Janet E. Morris
8245,Jo NesbÃ¸
8246,Maria V. Snyder
8247,Isaac Asimov
8248,Philip Kerr
8249,Dr. Seuss
8250,Nir   Eyal
8251,Mark Achbar
8252,John Marsden
8253,Walt Disney Company
8254,Franz Kafka
8255,Nelson DeMille
8256,Ø§Ø¨Ù† ÙƒØ«ÙŠØ±
8257,Ù…Ø­Ù…Ø¯ Ø¹Ø¨Ø¯ Ø§Ù„Ø±Ø­Ù…Ù† Ø§Ù„Ø¹Ø±ÙŠÙÙŠ
8258,Sienna Mercer
8259,Shan Sa
8260,Clive Barker
8261,James Herriot
8262,Vasily Grossman
8263,George MacDonald
8264,Charles Stross
8265,Agatha Christie
8266,Wanda GÃ¡g
8267,Brian Edward Bahr
8268,Jennifer Robson
8269,Alaa Al Aswany
8270,Larry Niven
8271,Anne McCaffrey
8272,Steve Saint
8273,Sigmund Freud
8274,Megan Whalen Turner
8275,Osho
8276,Margaret Peterson Haddix
8277,Amy Harmon
8278,Glen Cook
8279,Gail Honeyman
8280,Kay Thompson
8281,Oby Aligwekwe
8282,Marge Piercy
8283,Dr. Seuss
8284,Janusz Leon WiÅ›niewski
8285,Ruth Reichl
8286,Frank E. Peretti
8287,Scott Adams
8288,Christina BjÃ¶rk
8289,W. Somerset Maugham
8290,Megan Whalen Turner
8291,Margaret Peterson Haddix
8292,Becca Fitzpatrick
8293,Alistair MacLean
8294,Stephen King
8295,Rachel RenÃ©e Russell
8296,John Marsden
8297,David Zindell
8298,Karen Cushman
8299,Patrick O'Brian
8300,Elizabeth  George
8301,Herbie Brennan
8302,Richard Bach
8303,Oliver James
8304,John Piper
8305,Diana Gabaldon
8306,Sienna Mercer
8307,Crockett Johnson
8308,Susanna Kearsley
8309,Soman Chainani
8310,Johann Hari
8311,Robert John Donovan
8312,Karl Wiggins
8313,Bob Burg
8314,Allen Carr
8315,Beverly Cleary
8316,Patricia Cornwell
8317,Mary Ann Duhart
8318,Steve  Allen
8319,Robert McLiam Wilson
8320,Robert Jay Lifton
8321,Pseudonymous Bosch
8322,Steve Berry
8323,Osho
8324,Elaine Morgan
8325,Mark Twain
8326,Gary Groth
8327,Bill Clinton
8328,Meg Cabot
8329,Mordecai Roshwald
8330,Tim Madigan
8331,Richard  Martin
8332,Tamera Alexander
8333,Kristin Hannah
8334,Spike Milligan
8335,John Grisham
8336,Simone St. James
8337,Arthur Nersesian
8338,Deborah Howe
8339,J.D. Robb
8340,Eoin Colfer
8341,William Wharton
8342,Lynda Barry
8343,Robert Ludlum
8344,Tanith Lee
8345,Melina Marchetta
8346,Walt Disney Company
8347,Frank Miller
8348,Ursula K. Le Guin
8349,Gabriel GarcÃ­a MÃ¡rquez
8350,Ù…Ø­Ù…Ø¯ Ø¹Ø¨Ø¯ Ø§Ù„Ø±Ø­Ù…Ù† Ø§Ù„Ø¹Ø±ÙŠÙÙŠ
8351,Sarah Vowell
8352,Pleasant Company
8353,Douglas Adams
8354,Enid Blyton
8355,Kendare Blake
8356,Rick Riordan
8357,J.P. Delaney
8358,MoliÃ¨re
8359,Daniel J. Boorstin
8360,Michele Weiner-Davis
8361,Christopher Hitchens
8362,Andrzej Sapkowski
8363,Aristotle
8364,P.C. Cast
8365,Amy Tan
8366,Shanna Swendson
8367,Andy Weir
8368,Miranda Carter
8369,Janet Evanovich
8370,Frederick Buechner
8371,Stephen Baxter
8372,Cornelius Ryan
8373,Alan Hollinghurst
8374,Lisa Ann Marsoli
8375,Jonathan Wells
8376,Margaret Atwood
8377,MÃ¡rio de SÃ¡-Carneiro
8378,Elizabeth Payson Prentiss
8379,John Dos Passos
8380,Ian Stewart
8381,Gary Kinder
8382,Robert Ludlum
8383,Hernando de Soto
8384,V.E. Schwab
8385,Rick Riordan
8386,Karl Wiggins
8387,Steve Berry
8388,Grace Lin
8389,Enid Blyton
8390,Alison Weir
8391,Alyson Noel
8392,Terry Jones
8393,Manda Scott
8394,Manda Scott
8395,Elaine Pagels
8396,Aleksis Kivi
8397,J.B. Priestley
8398,Kristin Hannah
8399,Ahmad Adil Kamal
8400,Ben Carson
8401,Lee  Smith
8402,John McGahern
8403,J.G. Ballard
8404,Henry H. Neff
8405,John Green
8406,Bessel van der Kolk
8407,Eric Barker
8408,Michelle Zauner
8409,Greg Behrendt
8410,Lucy Foley
8411,Amos Elon
8412,Kristen Ashley
8413,Kristen Ashley
8414,Kim Stanley Robinson
8415,Keith Richards
8416,Kerrelyn Sparks
8417,David Eddings
8418,Milan Kundera
8419,Erica Cope
8420,Darussalam
8421,Guy Sajer
8422,Jostein Gaarder
8423,Janet E. Morris
8424,Rick Riordan
8425,Karl Wiggins
8426,Karen M. McManus
8427,R.L. Stine
8428,Barton Gellman
8429,Suketu Mehta
8430,Jon Meacham
8431,Greg Iles
8432,James Randi
8433,Agatha Christie
8434,Leslie Marmon Silko
8435,Herman Koch
8436,Mac Barnett
8437,Max  Tegmark
8438,Cassandra Clare
8439,Richard K. Morgan
8440,Robert Goolrick
8441,M. Scott Peck
8442,Louis L'Amour
8443,Alyson Noel
8444,Manda Scott
8445,Marcus Clarke
8446,John Keats
8447,Virginia Woolf
8448,Jayne Ann Krentz
8449,Francis A. Schaeffer
8450,Charles W. Colson
8451,Marc P. Cosentino
8452,RenÃ©e Ahdieh
8453,Nikos Kazantzakis
8454,Julie Berry
8455,Terry Brooks
8456,Philip Yancey
8457,William Blake
8458,Kristen Ashley
8459,Kristen Ashley
8460,Leonard Peltier
8461,J.J. Bonds
8462,Witold Gombrowicz
8463,Evelyn Waugh
8464,Doris Egan
8465,Rudyard Kipling
8466,Raymond Carver
8467,Jojo Moyes
8468,Alison Bechdel
8469,Arthur C. Clarke
8470,Patricia Briggs
8471,Frederick Kohner
8472,C.J. Sansom
8473,Riley Sager
8474,Foster W. Cline
8475,Susan Howatch
8476,J.H. Glaze
8477,Elif Shafak
8478,Kerrelyn Sparks
8479,Stephen              Jones
8480,J.D. Salinger
8481,Sarah Thornton
8482,Kathryn Lasky
8483,Arthur C. Clarke
8484,Franz Kafka
8485,Jenny Nimmo
8486,Truman Capote
8487,Alija IzetbegoviÄ‡
8488,Leon Trotsky
8489,Paul Tillich
8490,Jean Ferris
8491,Marc Bekoff
8492,Mark Twain
8493,James Goldman
8494,John O'Donohue
8495,Italo Calvino
8496,Catherine Fisher
8497,Abdul Halim Ibn Muhammad Nassae As-Salafi
8498,John le CarrÃ©
8499,Brenna Aubrey
8500,Adrienne Rich
8501,Orson Scott Card
8502,Jonas Jonasson
8503,Henning Mankell
8504,Neil Gaiman
8505,Elie Wiesel
8506,J. California Cooper
8507,Jean-Jacques Rousseau
8508,William Gibson
8509,Norah Lofts
8510,James Herriot
8511,Heraclitus
8512,Wayne Muller
8513,Lara Adrian
8514,James A. Michener
8515,Rainbow Rowell
8516,Douglas Preston
8517,Mercedes Lackey
8518,Frederick Forsyth
8519,Howard Bloom
8520,Ø§Ø¨Ù† ÙƒØ«ÙŠØ±
8521,Anne Rice
8522,Charlaine Harris
8523,Leigh Bardugo
8524,Leon Trotsky
8525,D.H. Lawrence
8526,Apuleius
8527,Jack Welch
8528,Neal Gabler
8529,Melissa Marr
8530,Alain de Botton
8531,L.J. Smith
8532,G.K. Chesterton
8533,James Grady
8534,Kira Adams
8535,Jessica R. Patch
8536,Rose Tremain
8537,Lee  Smith
8538,Cody W. Urban
8539,Brian Froud
8540,Tim Winton
8541,Kaye Gibbons
8542,Dorothy Parker
8543,Bill Watterson
8544,Alison Croggon
8545,Lewis Carroll
8546,Samuel Beckett
8547,Hermann Hesse
8548,Margot Lee Shetterly
8549,Michael Connelly
8550,Erskine Childers
8551,Gordon Dahlquist
8552,Lesia Ukrainka
8553,Roddy Doyle
8554,Max Lucado
8555,David Herbert Donald
8556,Michael R. Hicks
8557,David Keirsey
8558,Terry Pratchett
8559,Amy Waldman
8560,Ù…Ø­Ù…Ø¯ Ø¹Ø¨Ø¯ Ø§Ù„Ø±Ø­Ù…Ù† Ø§Ù„Ø¹Ø±ÙŠÙÙŠ
8561,Alexandre Dumas
8562,Alison Croggon
8563,Christian Jacq
8564,Josie Silver
8565,George R.R. Martin
8566,Nikos Kazantzakis
8567,Chris   Bailey
8568,Glennon Doyle Melton
8569,Jane Mayer
8570,Nic Sheff
8571,James Rollins
8572,Robert Crais
8573,Lauren Oliver
8574,Lian Tanner
8575,Books LLC
8576,Gene Wolfe
8577,Susan Wise Bauer
8578,Paul Auster
8579,James D. Hornfischer
8580,Ambrose Bierce
8581,B.J. Novak
8582,Don Malarkey
8583,William  James
8584,The Junior League of Charleston
8585,Ù…Ø­Ù…Ø¯ Ø¹Ø¨Ø¯ Ø§Ù„Ø±Ø­Ù…Ù† Ø§Ù„Ø¹Ø±ÙŠÙÙŠ
8586,Alison Croggon
8587,Barbara Vine
8588,Ù…ØµØ·ÙÙ‰ Ù…Ø­Ù…ÙˆØ¯
8589,Olaf Stapledon
8590,Laurie Stevens
8591,Chimamanda Ngozi Adichie
8592,Katherine Paterson
8593,Faith Hunter
8594,Safiur Rahman Mubarakpuri
8595,Judy Blume
8596,Dennis Lehane
8597,Terry Pratchett
8598,Edmund Spenser
8599,Isaac Asimov
8600,Daniel Ruddy
8601,James Welch
8602,Julie Kagawa
8603,John Updike
8604,Lynsay Sands
8605,Naguib Mahfouz
8606,Frederick Forsyth
8607,William Makepeace Thackeray
8608,Suzanne Collins
8609,Isaac Asimov
8610,Catherine Price
8611,Joshua Harris
8612,G.K. Chesterton
8613,Charles Dickens
8614,Bruce Sterling
8615,Kim Stanley Robinson
8616,Alexander McCall Smith
8617,Nalini Singh
8618,Peter Hathaway Capstick
8619,Verna Aardema
8620,K.A. Tucker
8621,Freya Littledale
8622,Jean M. Auel
8623,John of the Cross
8624,Brian  McClellan
8625,Gail Carriger
8626,William Shakespeare
8627,P.D. James
8628,Anonymous
8629,Iain M. Banks
8630,Ù…ØµØ·ÙÙ‰ Ù…Ø­Ù…ÙˆØ¯
8631,Joshua Harris
8632,Kent Haruf
8633,Mary Doria Russell
8634,Sidney Sheldon
8635,HonorÃ© de Balzac
8636,Don DeLillo
8637,John C. Lennox
8638,Kate Douglas Wiggin
8639,George R.R. Martin
8640,MoliÃ¨re
8641,Lauren Kate
8642,John Tayman
8643,Peggy Post
8644,Ù…Ø­Ù…Ø¯ Ø¹Ø¨Ø¯ Ø§Ù„Ø±Ø­Ù…Ù† Ø§Ù„Ø¹Ø±ÙŠÙÙŠ
8645,Cecil Woodham-Smith
8646,Orson Scott Card
8647,Robert Jordan
8648,Robert Jordan
8649,Kasie West
8650,Josh Bazell
8651,Keith B. Richburg
8652,Mikhail Bulgakov
8653,Margaret Weis
8654,Margaret Weis
8655,Tom Sharpe
8656,Yoshitoki Oima
8657,Emily Cheney Neville
